start,end,today,deviceid,state,lgaa,wards,farmer-sex,age,type-farming,crops-grown,crops-grown/cassava,crops-grown/maize,crops-grown/cocoa,crops-grown/plantain,crops-grown/kolanut,crops-grown/oil-palm,crops-grown/cashew,crops-grown/banana,crops-grown/yam,crops-grown/pineapple,crops-grown/vegetables,farm_gps,_farm_gps_latitude,_farm_gps_longitude,_farm_gps_altitude,_farm_gps_precision,owner_ship,farm_seedling,farm_seed,seedling_name,cultivation_practiced,fertilizer_practice,fertilizer_yes/fertilizer-type,size-farm-plot,cooperative_part,experience,start_date_of_planting,end_date_of_planting,highest_quantity,proposed_sell,previous_harvested,lowest_quantity,amount_sold,means_buy_sell,access-internet,access-water,access-storage,store_yes/storage-facility,sell-produce,market_sell_buy,marketing-product,yield-price,standard-living,farm-sense,farm-picture,data-collector,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,_duration,_submitted_by,_xform_id
2018-12-26T14:07:42.899+01,2018-12-26T21:33:12.149+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,31,commercial,kolanut,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.371555790305962 5.0431001029689275 361.62027895552654 16.0,7.37155579,5.043100103,361.620279,16,rentage,self_made,yes,,mixed,no,,unit-100-100,no,11,12/26/2014,10/8/2019,4,800000,3,600000,450000,not_satisfied,no,sometimes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10573290?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545829914468.jpg,awoniyi_rugayah,uuid:3f7733f8-64ba-4aff-adc9-d6e801f0ec1b,39282544,3f7733f8-64ba-4aff-adc9-d6e801f0ec1b,12/26/2018 21:21,29,,-1,,,2.01812E+11,26730,denironyx,369774
2018-12-26T14:29:34.142+01,2018-12-26T21:43:51.380+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,28,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3734333731126975 5.0435186100190945 357.18853607718717 32.0,7.373433373,5.04351861,357.1885361,32,own,self_made,yes,,mixed,no,,unit-100-100,no,8,2/4/2017,12/24/2021,4,3000000,3,2500000,2100000,satisfied,no,sometimes,no,,off_takers,,yes,disagree,agree,agree,http://classic.ona.io/api/v1/files/10573291?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545831160952.jpg,awoniyi_rugayah,uuid:f02522da-7418-4871-9457-56bc3e98a50d,39282554,f02522da-7418-4871-9457-56bc3e98a50d,12/26/2018 21:21,30,,-1,,,2.01812E+11,26057,denironyx,369774
2018-12-26T14:33:49.519+01,2018-12-26T21:48:57.345+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,23,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372903430883644 5.043400696607086 450.6331186070284 16.0,7.372903431,5.043400697,450.6331186,16,own,self_made,no,,mixed,no,,unit-100-100,no,3,2/19/2017,1/28/2018,3,240000,3,250000,270000,satisfied,no,no,no,,off_takers,,yes,disagree,strongly_agree,strongly_disagree,http://classic.ona.io/api/v1/files/10573294?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545831351776.jpg,awoniyi_rugayah,uuid:b003a8af-f493-4fef-8479-17cfbdc95135,39282560,b003a8af-f493-4fef-8479-17cfbdc95135,12/26/2018 21:22,31,,-1,,,2.01812E+11,26108,denironyx,369774
2018-12-26T10:26:37.978+01,2018-12-26T21:49:07.379+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,69,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372334654922037 5.042862489323641 389.6701589098169 4.0,7.372334655,5.042862489,389.6701589,4,own,self_made,yes,,continous,no,,unit-50-100,no,25,4/9/2018,3/28/2019,1,80000,1,80000,70000,very_satisfied,no,yes,no,,off_takers,,yes,disagree,strongly_agree,disagree,http://classic.ona.io/api/v1/files/10573301?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545818797487.jpg,awoniyi_rugayah,uuid:5ea2f9a8-68d7-43f2-aea2-c3a7fbdc1247,39282591,5ea2f9a8-68d7-43f2-aea2-c3a7fbdc1247,12/26/2018 21:27,32,,-1,,,2.01812E+11,40950,denironyx,369774
2018-12-26T10:57:07.596+01,2018-12-27T06:42:08.267+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_2,male,29,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.371380689717689 5.042854667730398 380.78872080208055 24.0,7.37138069,5.042854668,380.7887208,24,rentage,open-market,yes,,continous,no,,unit-100-100,no,7,4/20/2004,9/26/2018,2,600000,420000,520000,480000,not_satisfied,no,no,no,,off_takers,,yes,agree,strongly_agree,disagree,http://classic.ona.io/api/v1/files/10573730?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545820074039.jpg,akindele_mutiu,uuid:2c656778-28db-42f9-ae94-552aeea07679,39286611,2c656778-28db-42f9-ae94-552aeea07679,12/27/2018 5:46,33,,-1,,,2.01812E+11,71101,denironyx,369774
2018-12-26T11:43:59.586+01,2018-12-27T00:17:37.311+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,33,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372558046276122 5.042910485921738 370.0826767428732 24.0,7.372558046,5.042910486,370.0826767,24,own,self_made,yes,,continous,no,,unit-120-120,no,18,3/11/2006,7/19/2018,2,1600000,1200000,1600000,1200000,not_satisfied,yes,sometimes,no,,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10573731?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545821843008.jpg,akindele_mutiu,uuid:03677d1d-7137-4669-8606-df835e7775c5,39286613,03677d1d-7137-4669-8606-df835e7775c5,12/27/2018 5:47,34,,-1,,,2.01812E+11,45218,denironyx,369774
2018-12-26T12:10:21.293+01,2018-12-27T00:16:42.671+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,42,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372535850771247 5.042953265019736 370.2934332973091 8.0,7.372535851,5.042953265,370.2934333,8,rentage,self_made,yes,,continous,no,,unit-60-120,no,4,6/26/2012,11/24/2018,3,185000,120000,175000,125000,not_satisfied,no,no,no,,weekly_market,Owena and Igbara market,yes,agree,strongly_agree,agree,http://classic.ona.io/api/v1/files/10573732?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545824276820.jpg,akindele_mutiu,uuid:eabdaf6c-8c49-4da8-8d2a-9f166a13c419,39286621,eabdaf6c-8c49-4da8-8d2a-9f166a13c419,12/27/2018 5:47,35,,-1,,,2.01812E+11,43581,denironyx,369774
2018-12-26T13:05:15.654+01,2018-12-27T06:33:27.646+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,50,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372512468512788 5.044147740114191 355.22402357993514 16.0,7.372512469,5.04414774,355.2240236,16,rentage,self_made,yes,,continous,no,,unit-120-120,no,20,3/20/2005,9/3/2018,3,720000,550000,600000,520000,not_satisfied,no,sometimes,no,,off_takers,Owena Market ,yes,agree,strongly_agree,agree,http://classic.ona.io/api/v1/files/10573735?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545867485853.jpg,akindele_mutiu,uuid:09a9252f-c6ae-4d36-93de-fea45d2c4008,39286636,09a9252f-c6ae-4d36-93de-fea45d2c4008,12/27/2018 5:48,36,,-1,,,2.01812E+11,62892,denironyx,369774
2018-12-26T13:25:07.231+01,2018-12-27T00:16:03.465+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,29,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.37245961687739 5.044117396361514 368.2387651653287 12.0,7.372459617,5.044117396,368.2387652,12,rentage,self_made,yes,,continous,no,,unit-100-100,no,7,5/19/2006,12/7/2018,4,210000,140000,200000,135000,not_satisfied,no,no,no,,off_takers,,yes,agree,strongly_agree,disagree,http://classic.ona.io/api/v1/files/10573736?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545828513447.jpg,akindele_mutiu,uuid:9599f216-882d-4e9a-908f-a82320fe713a,39286637,9599f216-882d-4e9a-908f-a82320fe713a,12/27/2018 5:48,37,,-1,,,2.01812E+11,39056,denironyx,369774
2018-12-26T14:41:48.998+01,2018-12-27T00:15:19.743+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,29,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.373757465103552 5.043367148226881 349.4930012309904 8.0,7.373757465,5.043367148,349.4930012,8,own,self_made,yes,,continous,no,,unit-100-100,no,8,4/18/2007,8/23/2018,2,1400000,1350000,1400000,1300000,not_satisfied,yes,sometimes,no,,off_takers,Owena market,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10573743?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545832031534.jpg,akindele_mutiu,uuid:231dc419-863e-4d53-ab92-ba33ef47c0ed,39286727,231dc419-863e-4d53-ab92-ba33ef47c0ed,12/27/2018 5:57,38,,-1,,,2.01812E+11,34411,denironyx,369774
2018-12-26T16:15:59.304+01,2018-12-27T06:40:40.480+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,23,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,rentage,self_made,yes,,shifting,no,,unit-100-100,no,3,10/26/2017,2/20/2019,18,450000,324000,400000,288000,not_satisfied,no,sometimes,no,,off_takers,,yes,agree,strongly_agree,agree,http://classic.ona.io/api/v1/files/10573744?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545838535843.jpg,akindele_mutiu,uuid:f0bde920-61ef-4226-97ae-624c62c0e380,39286736,f0bde920-61ef-4226-97ae-624c62c0e380,12/27/2018 5:59,39,,-1,,,2.01812E+11,51881,denironyx,369774
2018-12-26T14:24:35.904+01,2018-12-27T07:01:36.172+01,12/26/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,43,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3726521312455064 5.043869352129085 340.3131254208045 32.0,7.372652131,5.043869352,340.3131254,32,rentage,self_made,yes,,continous,no,,unit-120-120,no,18,4/21/2006,9/23/2018,3,1550000,1350000,1450000,1250000,not_satisfied,no,no,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10573764?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545867208251.jpg,akindele_mutiu,uuid:127b80dd-7226-4565-9172-656764a41400,39287015,127b80dd-7226-4565-9172-656764a41400,12/27/2018 6:12,40,,-1,,,2.01812E+11,59821,denironyx,369774
2018-12-27T09:42:09.945+01,2018-12-28T04:20:39.641+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,42,commercial,cassava maize,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.210775525475563 5.1669436829628825 344.11778179008763 6.0,7.210775525,5.166943683,344.1177818,6,rentage,open-market,yes,,continous,yes,inorganic,unit-50-100,no,15,4/27/2018,5/27/2019,8,160000,150000,160000,150000,not_satisfied,no,yes,no,,open_market,Oke lisa,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578654?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545900824207.jpg,akindele_ahmed,uuid:d0de4fa9-139f-4b53-a5b2-e264c30ae280,39317275,d0de4fa9-139f-4b53-a5b2-e264c30ae280,12/28/2018 3:56,41,,-1,,,2.01812E+11,67110,denironyx,369774
2018-12-27T09:55:32.029+01,2018-12-28T04:35:10.920+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,40,commercial,cassava maize,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.210026870614914 5.167229648152001 338.5463966009334 16.0,7.210026871,5.167229648,338.5463966,16,rentage,open-market,yes,,mixed,no,,unit-100-100,no,5,8/27/2018,11/27/2018,1,60000,1,50000,60000,not_satisfied,no,yes,no,,open_market,Alade,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578660?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545902956362.jpg,akindele_ahmed,uuid:f6b89a23-2b15-4d04-b911-c1557a41e09d,39317278,f6b89a23-2b15-4d04-b911-c1557a41e09d,12/28/2018 3:57,42,,-1,,,2.01812E+11,67178,denironyx,369774
2018-12-27T11:07:03.252+01,2018-12-27T11:12:57.717+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,18,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.2089087133713745 5.154865921478211 338.92738944996245 16.0,7.208908713,5.154865921,338.9273894,16,rentage,company,yes,Let farms ltd,continous,yes,inorganic,unit-200-200,no,3,9/26/2018,11/27/2018,,,,,,not_satisfied,no,yes,no,,off_takers,Group of sellers,yes,disagree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578661?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545905558219.jpg,akindele_ahmed,uuid:c189d66c-5572-487b-bb9d-1af69d379e05,39317280,c189d66c-5572-487b-bb9d-1af69d379e05,12/28/2018 3:57,43,,-1,,,2.01812E+11,354,denironyx,369774
2018-12-27T11:52:36.237+01,2018-12-27T11:57:36.883+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,25,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.212049154636964 5.148893968554007 341.9983665779884 16.0,7.212049155,5.148893969,341.9983666,16,,open-market,,,continous,yes,inorganic,unit-100-100,no,12,10/27/2018,10/27/2019,,,,,,not_satisfied,no,yes,no,,open_market,Akure,yes,agree,strongly_agree,strongly_disagree,http://classic.ona.io/api/v1/files/10578665?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545908178030.jpg,akindele_ahmed,uuid:5ebf82e0-9c8c-4576-abc1-9a1ec8f6a630,39317282,5ebf82e0-9c8c-4576-abc1-9a1ec8f6a630,12/28/2018 3:57,44,,-1,,,2.01812E+11,300,denironyx,369774
2018-12-27T12:21:04.829+01,2018-12-27T12:24:37.792+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,22,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.212200536119822 5.164379726409354 358.2141668146398 16.0,7.212200536,5.164379726,358.2141668,16,,open-market,yes,,continous,yes,inorganic,unit-100-100,no,2,,,,,,,,not_satisfied,no,yes,no,,open_market,Akure,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578666?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545909861990.jpg,akindele_ahmed,uuid:eac76d62-60a6-41b1-af01-82eab838f69e,39317283,eac76d62-60a6-41b1-af01-82eab838f69e,12/28/2018 3:57,45,,-1,,,2.01812E+11,213,denironyx,369774
2018-12-27T15:53:50.878+01,2018-12-27T16:08:29.970+01,12/27/2018,3.51696E+14,ON,akure_south,Apomu,male,55,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.278537208619848 5.158158015757442 373.9394447632876 4.0,7.278537209,5.158158016,373.9394448,4,rentage,self_made,yes,Farm 44,continous,yes,inorganic,unit-200-200,yes,15,3/27/2018,6/27/2018,3,250000,3,240000,250000,satisfied,no,yes,no,,off_takers,Oja Oba,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578670?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545923212336.jpg,akindele_ahmed,uuid:b34462ff-6378-445e-afc5-5d86ae1d4381,39317285,b34462ff-6378-445e-afc5-5d86ae1d4381,12/28/2018 3:57,46,,-1,,,2.01812E+11,879,denironyx,369774
2018-12-27T16:14:55.266+01,2018-12-27T16:25:07.652+01,12/27/2018,3.51696E+14,ON,akure_south,Apomu,male,37,commercial,maize vegetables,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7.2779647514512 5.157073087864051 362.84486424440894 6.0,7.277964751,5.157073088,362.8448642,6,rentage,company,yes,Not known from Kano,continous,yes,inorganic,unit-120-120,no,15,2/27/2018,5/27/2018,2,80000,1,60000,55000,not_satisfied,no,yes,no,,open_market,"Ijemikin Daily market
",yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578671?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545924278995.jpg,akindele_ahmed,uuid:f63b5db3-e0ca-47cb-847e-876f6c225b80,39317286,f63b5db3-e0ca-47cb-847e-876f6c225b80,12/28/2018 3:58,47,,-1,,,2.01812E+11,612,denironyx,369774
2018-12-27T16:25:27.061+01,2018-12-28T04:39:21.810+01,12/27/2018,3.51696E+14,ON,akure_south,Apomu,male,37,commercial,vegetables,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7.277631974126062 5.155424679392792 376.38506611162086 16.0,7.277631974,5.155424679,376.3850661,16,rentage,company,yes,Not known,continous,yes,inorganic,unit-50-100,no,15,11/27/2018,1/27/2019,1,50000,1,45000,45000,not_satisfied,no,yes,no,,open_market,Ijemikin Daily market,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10578675?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545924595342.jpg,akindele_ahmed,uuid:7c7ceaf0-0c33-49bd-b474-b992d35892d3,39317288,7c7ceaf0-0c33-49bd-b474-b992d35892d3,12/28/2018 3:58,48,,-1,,,2.01812E+11,44034,denironyx,369774
2018-12-27T16:44:17.539+01,2018-12-27T16:52:18.195+01,12/27/2018,3.51696E+14,ON,akure_south,Apomu,female,50,commercial,vegetables,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7.279081212300602 5.159472429505458 366.4536770682152 6.0,7.279081212,5.15947243,366.4536771,6,rentage,open-market,yes,Farmers,continous,yes,organic,unit-50-100,no,10,12/23/2018,1/27/2019,2,20000,2,20000,18000,satisfied,no,yes,no,,open_market,Oja Oba,no,agree,strongly_agree,agree,http://classic.ona.io/api/v1/files/10578676?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545925882421.jpg,akindele_ahmed,uuid:5018ad3a-c616-499a-a98d-dd92d958a775,39317289,5018ad3a-c616-499a-a98d-dd92d958a775,12/28/2018 3:58,49,,-1,,,2.01812E+11,481,denironyx,369774
2018-12-27T09:47:18.079+01,2018-12-28T05:50:09.732+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,42,commercial,maize vegetables,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7.2104079881716805 5.16766041441924 360.4976130155314 6.0,7.210407988,5.167660414,360.497613,6,rentage,open-market,yes,,continous,no,,unit-60-120,no,4,12/3/2018,1/28/2019,1,200000,150000,300000,120000,satisfied,yes,yes,no,,open_market,Odopetu market Akure,yes,agree,strongly_agree,agree,http://classic.ona.io/api/v1/files/10578951?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545901407219.jpg,akindele_mutiu,uuid:87effa3f-9f23-4e4b-8cbc-f41a23b8f52c,39317848,87effa3f-9f23-4e4b-8cbc-f41a23b8f52c,12/28/2018 5:01,50,,-1,,,2.01812E+11,72171,denironyx,369774
2018-12-27T10:10:56.531+01,2018-12-28T05:50:50.635+01,12/27/2018,3.51696E+14,ON,akure_north,Oke-Ore,male,34,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.209521265245155 5.168620630781834 342.1848985170951 16.0,7.209521265,5.168620631,342.1848985,16,rentage,self_made,yes,,continous,yes,organic,unit-100-100,no,20,3/21/2018,5/27/2019,15,375000,300000,370000,310000,satisfied,no,yes,no,,weekly_market,Army parack market Akure,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10579027?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545902526510.jpg,akindele_mutiu,uuid:48680316-5aaf-4880-bf50-664403d7901e,39317919,48680316-5aaf-4880-bf50-664403d7901e,12/28/2018 5:03,51,,-1,,,2.01812E+11,70794,denironyx,369774
2018-12-27T10:28:38.942+01,2018-12-28T05:51:44.134+01,12/27/2018,3.51696E+14,ON,akure_north,Oke-Ore,male,34,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.209262342493857 5.1685386407640275 344.44819458159833 16.0,7.209262342,5.168538641,344.4481946,16,rentage,self_made,yes,,continous,yes,organic,unit-100-100,no,20,7/20/2018,9/17/2019,20,540000,420000,500000,350000,not_satisfied,no,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10579039?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545903103307.jpg,akindele_mutiu,uuid:16c468c3-28b4-41ea-81c6-f8e609fb6748,39317926,16c468c3-28b4-41ea-81c6-f8e609fb6748,12/28/2018 5:04,52,,-1,,,2.01812E+11,69786,denironyx,369774
2018-12-27T11:08:41.090+01,2018-12-28T05:56:26.100+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,51,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.210840483288684 5.151500865539498 351.4052437407665 16.0,7.210840483,5.151500866,351.4052437,16,rentage,open-market,yes,,continous,yes,organic,unit-100-100,no,20,6/21/2018,11/17/2018,1,500000,450000,500000,420000,satisfied,no,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10579053?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545906991637.jpg,akindele_mutiu,uuid:373c6fde-0eef-45d3-a951-3df95e0e51f4,39317936,373c6fde-0eef-45d3-a951-3df95e0e51f4,12/28/2018 5:04,53,,-1,,,2.01812E+11,67665,denironyx,369774
2018-12-27T11:40:16.816+01,2018-12-28T05:56:37.392+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,51,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.2145664613704374 5.1464977110189185 348.37089648874445 12.0,7.214566461,5.146497711,348.3708965,12,rentage,self_made,yes,,continous,yes,organic,unit-200-100,no,20,3/21/2018,5/22/2019,30,700000,650000,650000,600000,satisfied,no,sometimes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10579068?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545907640085.jpg,akindele_mutiu,uuid:91d920fe-629b-4144-b225-1532947d3ef8,39317946,91d920fe-629b-4144-b225-1532947d3ef8,12/28/2018 5:04,54,,-1,,,2.01812E+11,65781,denironyx,369774
2018-12-27T14:54:50.087+01,2018-12-28T06:35:18.962+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,27,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.373787611532098 5.043894609537043 376.9155447884505 16.0,7.373787612,5.04389461,376.9155448,16,rentage,self_made,yes,,shifting,no,,unit-100-100,no,6,3/23/2018,5/22/2019,20,500000,385000,450000,400000,not_satisfied,no,no,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10579640?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545919217608.jpg,akindele_mutiu,uuid:6ef543ce-748b-4008-adf5-4dc2f94b8bdf,39318719,6ef543ce-748b-4008-adf5-4dc2f94b8bdf,12/28/2018 5:43,55,,-1,,,2.01812E+11,56428,denironyx,369774
2018-12-27T15:01:22.268+01,2018-12-28T06:36:55.192+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,31,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.37376572538964 5.043915431248562 372.59095486301055 32.0,7.373765725,5.043915431,372.5909549,32,rentage,self_made,yes,,shifting,no,,unit-100-100,no,6,5/20/2018,5/19/2019,17,450000,280000,350000,280000,not_satisfied,no,no,no,,weekly_market,Owena market,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10579641?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545919460021.jpg,akindele_mutiu,uuid:57f73453-504b-49c4-a71c-6c7d4c36a2af,39318723,57f73453-504b-49c4-a71c-6c7d4c36a2af,12/28/2018 5:43,56,,-1,,,2.01812E+11,56133,denironyx,369774
2018-12-27T14:50:42.432+01,2018-12-28T06:36:15.204+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,26,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.257908677563692 5.169025924713879 358.3764653086887 8.0,7.257908678,5.169025925,358.3764653,8,own,self_made,yes,,continous,no,,unit-100-100,no,6,5/17/2016,8/28/2018,7,520000,380000,400000,380000,not_satisfied,yes,sometimes,no,,weekly_market,Owena and igbaraoke market,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10579642?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545971017755.jpg,akindele_mutiu,uuid:d2a4e02a-ddbc-4598-94c0-5f4a01b35356,39318811,d2a4e02a-ddbc-4598-94c0-5f4a01b35356,12/28/2018 5:45,57,,-1,,,2.01812E+11,56733,denironyx,369774
2018-12-27T09:42:08.238+01,2018-12-28T21:37:24.740+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,55,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.210650131011507 5.167020635354042 346.9038796622028 6.0,7.210650131,5.167020635,346.9038797,6,own,self_made,yes,,continous,yes,inorganic,unit-50-100,yes,20,4/27/2018,6/1/2018,2,120000,2,150000,110000,not_satisfied,no,yes,yes,warehouse,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10583469?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545900718934.jpg,awoniyi_rugayah,uuid:9cdf9743-9b6c-46ca-b07a-9a8087f1df13,39339086,9cdf9743-9b6c-46ca-b07a-9a8087f1df13,12/28/2018 20:49,58,,-1,,,2.01812E+11,129316,denironyx,369774
